"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.435484728E0,-7.941014133E-3,3.054236295E-3,1.239256382E0,1.239285588E0
1.437787801E0,-1.053711493E-2,3.054236295E-3,1.239103675E0,1.239152241E0
1.440090926E0,-1.664558798E-2,1.985253533E-3,1.239103675E0,1.239217065E0
1.442393999E0,-1.924168877E-2,4.275931045E-3,1.235438585E0,1.235595817E0
1.444697071E0,-1.664558798E-2,9.009997360E-3,1.230551839E0,1.230697397E0
1.447000144E0,-1.420219894E-2,5.344913341E-3,1.224443316E0,1.224537344E0
1.449303217E0,-1.175880991E-2,1.679830020E-3,1.219556570E0,1.219614414E0
1.451606290E0,-1.298050396E-2,4.581354442E-4,1.215891480E0,1.215960853E0
1.453909363E0,-1.038440317E-2,3.970507067E-3,1.215891480E0,1.215942307E0
1.456212436E0,-7.941014133E-3,1.007897966E-2,1.216044188E0,1.216111883E0
1.458515509E0,-6.719320081E-3,8.857285604E-3,1.219709277E0,1.219759944E0
1.460818582E0,-4.275931045E-3,6.413896102E-3,1.222152710E0,1.222177020E0
1.463121655E0,-1.038440317E-2,5.344913341E-3,1.223221660E0,1.223277414E0
1.465424728E0,-1.664558798E-2,5.344913341E-3,1.224443316E0,1.224568119E0
1.467727801E0,-1.664558798E-2,1.023169141E-2,1.224443316E0,1.224599199E0
1.470030874E0,-1.664558798E-2,5.344913341E-3,1.221999884E0,1.222124936E0
1.472333946E0,-1.298050396E-2,7.635590620E-3,1.218334913E0,1.218427986E0
1.474637019E0,-1.420219894E-2,2.901524538E-3,1.215891480E0,1.215977884E0
1.476940092E0,-1.298050396E-2,2.748812549E-3,1.211004734E0,1.211077419E0
1.479243165E0,-1.282779220E-2,1.114796288E-2,1.204896212E0,1.205016062E0
1.481546238E0,-1.282779220E-2,1.099525020E-2,1.198787689E0,1.198906740E0
1.483849311E0,-1.420219894E-2,1.527118147E-4,1.193748236E0,1.193832725E0
1.486152384E0,-1.420219894E-2,-9.620844387E-3,1.190083146E0,1.190206771E0
1.488455457E0,-1.908897609E-2,-9.468132630E-3,1.189930439E0,1.190121206E0
1.490758530E0,-1.786728203E-2,-1.068982761E-3,1.190083146E0,1.190217744E0
1.493061603E0,-1.786728203E-2,6.108472589E-3,1.187792540E0,1.187942621E0
1.495364676E0,-1.908897609E-2,-1.068982761E-3,1.185196400E0,1.185350597E0
1.497667749E0,-1.908897609E-2,-8.399149403E-3,1.182600260E0,1.182784135E0
1.499970821E0,-1.664558798E-2,-9.620844387E-3,1.180156946E0,1.180313540E0
1.502273894E0,-1.664558798E-2,-1.206423342E-2,1.178935170E0,1.179114395E0
1.504576967E0,-1.786728203E-2,-1.206423342E-2,1.177713513E0,1.177910822E0
1.506880040E0,-1.786728203E-2,-4.886778072E-3,1.177866220E0,1.178011865E0
1.509183113E0,-1.786728203E-2,1.221694518E-3,1.177866220E0,1.178002362E0
1.511486186E0,-1.908897609E-2,-2.290677279E-3,1.182752967E0,1.182909218E0
1.513789259E0,-1.908897609E-2,-1.084253844E-2,1.183822036E0,1.184025575E0
1.516092332E0,-2.046338283E-2,-1.313321572E-2,1.186265349E0,1.186514522E0
1.518395405E0,-2.290677279E-2,-9.468132630E-3,1.191152096E0,1.191409955E0
1.520698478E0,-2.168507688E-2,-5.803049076E-3,1.193595529E0,1.193806602E0
1.523001551E0,-1.786728203E-2,-1.068982761E-3,1.196191669E0,1.196325579E0
1.525304624E0,-2.031067200E-2,-9.162708884E-4,1.197413325E0,1.197585919E0
1.527607696E0,-2.168507688E-2,-8.093725890E-3,1.198482275E0,1.198705766E0
1.529910769E0,-1.924168877E-2,-1.175880991E-2,1.200925708E0,1.201137406E0
1.532213842E0,-1.924168877E-2,-1.420219894E-2,1.199704051E0,1.199942397E0
1.534516915E0,-1.664558798E-2,-1.175880991E-2,1.200925708E0,1.201098622E0
1.536819988E0,-1.542389300E-2,-1.298050396E-2,1.205812454E0,1.205980955E0
1.539123061E0,-1.420219894E-2,-1.298050396E-2,1.207186937E0,1.207340258E0
1.541426186E0,-1.420219894E-2,-2.015795931E-2,1.209477544E0,1.209728885E0
1.543729259E0,-1.175880991E-2,-2.137965336E-2,1.210699320E0,1.210945169E0
1.546032332E0,-5.497625098E-3,-1.664558798E-2,1.212073684E0,1.212200443E0
1.548335405E0,-9.315420873E-3,-2.015795931E-2,1.216960430E0,1.217163017E0
1.550638478E0,-6.872031838E-3,-2.244863659E-2,1.221847177E0,1.222072702E0
1.552941551E0,-9.315420873E-3,-2.000524849E-2,1.219403863E0,1.219603529E0
1.555244624E0,-1.175880991E-2,-1.756185852E-2,1.223068953E0,1.223251549E0
1.557547696E0,-1.420219894E-2,-1.511846948E-2,1.220472813E0,1.220649072E0
1.559850769E0,-1.801999472E-2,-1.649287529E-2,1.214364409E0,1.214610083E0
1.562153842E0,-2.168507688E-2,-1.175880991E-2,1.205812454E0,1.206064752E0
1.564456915E0,-2.290677279E-2,-8.093725890E-3,1.198482275E0,1.198728490E0
1.566759988E0,-2.168507688E-2,-8.246437646E-3,1.192373872E0,1.192599554E0
1.569063061E0,-1.664558798E-2,-1.313321572E-2,1.187487125E0,1.187676400E0
1.571366134E0,-1.298050396E-2,-1.328592747E-2,1.185196400E0,1.185341940E0
1.573669207E0,-9.162709117E-3,-7.330167107E-3,1.183974743E0,1.184032887E0
1.575972280E0,-6.719320081E-3,-3.665083554E-3,1.187792540E0,1.187817199E0
1.578275353E0,-1.679830020E-3,-4.734066315E-3,1.195122719E0,1.195133276E0
1.580578426E0,-4.581354442E-4,1.527118147E-4,1.205048919E0,1.205049015E0
1.582881499E0,-4.581354442E-4,3.054236295E-4,1.214822531E0,1.214822656E0
1.585184571E0,-4.581354442E-4,3.970507067E-3,1.222152710E0,1.222159245E0
1.587487644E0,-3.054236295E-3,6.566607859E-3,1.229482770E0,1.229504099E0
1.589790717E0,-1.175880991E-2,-1.679830020E-3,1.236660242E0,1.236717286E0
1.592093790E0,-1.679829881E-2,-4.123218823E-3,1.240172625E0,1.240293241E0
1.594396863E0,-2.046338283E-2,9.315420873E-3,1.241547108E0,1.241750679E0
1.596699936E0,-2.168507688E-2,6.872031838E-3,1.245212078E0,1.245419844E0
1.599003009E0,-1.924168877E-2,5.650337320E-3,1.247655511E0,1.247816670E0
1.601306082E0,-1.924168877E-2,5.803049076E-3,1.248877168E0,1.249038870E0
1.603609155E0,-1.924168877E-2,3.359660041E-3,1.250098944E0,1.250251534E0
1.605912228E0,-1.786728203E-2,6.872031838E-3,1.248877168E0,1.249023877E0
1.608215301E0,-1.801999472E-2,6.872031838E-3,1.250098944E0,1.250247701E0
1.610518374E0,-2.168507688E-2,4.581354558E-3,1.248724461E0,1.248921138E0
1.612821446E0,-2.046338283E-2,1.053711493E-2,1.243990421E0,1.244203339E0
1.615124519E0,-1.786728203E-2,1.527118124E-2,1.240478039E0,1.240700695E0
1.617427592E0,-1.786728203E-2,9.162709117E-3,1.239103675E0,1.239266360E0
1.619730665E0,-1.786728203E-2,4.275931045E-3,1.236660242E0,1.236796700E0
1.622033738E0,-1.542389300E-2,5.497625098E-3,1.234216928E0,1.234325543E0
1.624336811E0,-1.175880991E-2,1.145338640E-2,1.234369636E0,1.234478775E0
1.626639884E0,-1.175880991E-2,9.162709117E-3,1.235591292E0,1.235681216E0
1.628942957E0,-9.315420873E-3,1.832541777E-3,1.239103675E0,1.239140046E0
1.631246030E0,-1.175880991E-2,-2.748812549E-3,1.246433854E0,1.246492350E0
1.633549103E0,-1.175880991E-2,5.650337320E-3,1.247655511E0,1.247723715E0
1.635852228E0,-1.420219894E-2,9.315420873E-3,1.251473308E0,1.251588558E0
1.638155301E0,-1.298050396E-2,1.298050396E-2,1.253916740E0,1.254051107E0
1.640458374E0,-1.298050396E-2,1.175880991E-2,1.257581830E0,1.257703790E0
1.642761446E0,-1.175880991E-2,1.420219894E-2,1.260025144E0,1.260160043E0
1.645064519E0,-9.315420873E-3,1.435491070E-2,1.266133666E0,1.266249304E0
1.647367592E0,-8.093725890E-3,1.191152167E-2,1.274685502E0,1.274766850E0
1.649670665E0,-6.872031838E-3,1.206423342E-2,1.280946732E0,1.281021975E0
1.651973738E0,-8.093725890E-3,1.450762246E-2,1.280946732E0,1.281054452E0
1.654276811E0,-1.298050396E-2,9.620844387E-3,1.278350592E0,1.278452693E0
1.656579884E0,-1.801999472E-2,7.330167107E-3,1.275754452E0,1.275902768E0
1.658882957E0,-2.290677279E-2,2.443389036E-3,1.274380088E0,1.274588286E0
1.661186030E0,-2.168507688E-2,1.221694518E-3,1.267049909E0,1.267236050E0
1.663489103E0,-2.168507688E-2,2.290677279E-3,1.258498073E0,1.258686970E0
1.665792176E0,-2.290677279E-2,-3.054236295E-4,1.251167893E0,1.251377605E0
1.668095249E0,-2.168507688E-2,1.985253533E-3,1.242616057E0,1.242806843E0
1.670398321E0,-2.046338283E-2,-4.581354442E-4,1.234064221E0,1.234233958E0
1.672701394E0,-1.786728203E-2,-1.832541777E-3,1.225512266E0,1.225643877E0
1.675004467E0,-1.542389300E-2,-1.985253533E-3,1.218182087E0,1.218281345E0
1.677307540E0,-1.298050396E-2,3.970507067E-3,1.212226391E0,1.212302388E0
1.679610613E0,-1.282779220E-2,3.817795310E-3,1.202452779E0,1.202527261E0
1.681913686E0,-1.420219894E-2,5.039489828E-3,1.198787689E0,1.198882406E0
1.684216759E0,-1.404948719E-2,4.886778072E-3,1.192679286E0,1.192772044E0
1.686519832E0,-1.542389300E-2,4.886778072E-3,1.187792540E0,1.187902729E0
1.688822905E0,-1.786728203E-2,3.665083554E-3,1.180309653E0,1.180450571E0
1.691125978E0,-1.786728203E-2,3.512371797E-3,1.172979474E0,1.173120805E0
1.693429051E0,-2.153236605E-2,1.068982761E-3,1.170536041E0,1.170734560E0
1.695732124E0,-2.535016090E-2,-4.886778072E-3,1.167939901E0,1.168225203E0
1.698035196E0,-3.023693897E-2,-8.551862091E-3,1.164122105E0,1.164546127E0
1.700338269E0,-3.405473381E-2,-7.482878864E-3,1.153126955E0,1.153653974E0
1.702641342E0,-3.512371704E-2,-3.817795310E-3,1.145796776E0,1.146341355E0
1.704944415E0,-3.023693897E-2,-3.970507067E-3,1.142131686E0,1.142538763E0
1.707247488E0,-2.519745007E-2,-2.901524538E-3,1.132510781E0,1.132794774E0
1.709550561E0,-2.153236605E-2,-1.832541777E-3,1.125180602E0,1.125388106E0
1.711853634E0,-2.015795931E-2,2.901524538E-3,1.119224906E0,1.119410181E0
1.714156707E0,-1.893626526E-2,2.748812549E-3,1.110673070E0,1.110837885E0
1.716459780E0,-1.893626526E-2,7.482878864E-3,1.104564548E0,1.104752196E0
1.718762853E0,-1.649287529E-2,8.704573847E-3,1.102121115E0,1.102278883E0
1.721065926E0,-1.389677543E-2,6.108472589E-3,1.100899458E0,1.101004110E0
1.723369051E0,-1.023169141E-2,3.665083554E-3,1.098608851E0,1.098662609E0
1.725672071E0,-1.023169141E-2,4.886778072E-3,1.099830508E0,1.099888956E0
1.727975196E0,-9.009997360E-3,6.108472589E-3,1.097387075E0,1.097441063E0
1.730278269E0,-9.009997360E-3,9.620844387E-3,1.091278672E0,1.091358274E0
1.732581342E0,-1.145338640E-2,1.206423342E-2,1.090056896E0,1.090183821E0
1.734884415E0,-1.267508045E-2,8.399149403E-3,1.090056896E0,1.090162942E0
1.737187488E0,-1.893626526E-2,4.734066315E-3,1.078908920E0,1.079085470E0
1.739490561E0,-2.015795931E-2,3.512371797E-3,1.073869467E0,1.074064389E0
1.741793634E0,-2.137965336E-2,3.359660041E-3,1.068982720E0,1.069201774E0
1.744096707E0,-2.260134928E-2,-3.817795310E-3,1.061652541E0,1.061899955E0
1.746399780E0,-2.504473738E-2,-7.635590620E-3,1.054169655E0,1.054494762E0
1.748702853E0,-2.260134928E-2,-9.009997360E-3,1.043174386E0,1.043458097E0
1.751005926E0,-2.015795931E-2,-1.038440317E-2,1.030957460E0,1.031206800E0
1.753308999E0,-1.634016447E-2,-6.872031838E-3,1.017671585E0,1.017825958E0
1.755612071E0,-1.130067464E-2,-7.024743594E-3,1.009119630E0,1.009207352E0
1.757915144E0,-6.413896102E-3,-6.108472589E-3,9.994988441E-1,9.995380888E-1
1.760218217E0,-2.596100792E-3,-2.596100792E-3,9.909469485E-1,9.909537498E-1
1.762521290E0,-2.596100792E-3,-1.527118147E-3,9.836167693E-1,9.836213808E-1
1.764824363E0,-1.527118147E-4,9.162708884E-4,9.811733961E-1,9.811738358E-1
1.767127436E0,7.330167107E-3,1.985253533E-3,9.727742672E-1,9.728039101E-1
1.769430509E0,1.236965694E-2,1.832541777E-3,9.692618847E-1,9.693425441E-1
1.771733582E0,1.359135192E-2,-6.108472589E-4,9.680401683E-1,9.681357681E-1
1.774036655E0,1.863084175E-2,4.581354442E-4,9.619317055E-1,9.621122201E-1
1.776339728E0,1.740914769E-2,-7.635590737E-4,9.619317055E-1,9.620895319E-1
1.778642801E0,1.725643501E-2,-4.428642802E-3,9.594883323E-1,9.596537173E-1
1.780945874E0,1.847812906E-2,-4.275931045E-3,9.692618847E-1,9.694474333E-1
1.783248946E0,2.351761982E-2,-1.832541777E-3,9.765920639E-1,9.768769093E-1
1.785552019E0,2.596100792E-2,3.054236295E-3,9.816315174E-1,9.819794999E-1
1.787855092E0,3.100049868E-2,4.275931045E-3,9.878927469E-1,9.883882810E-1
1.790158165E0,2.718270384E-2,5.650337320E-3,9.926267862E-1,9.930149860E-1
1.792461238E0,2.351761982E-2,4.581354558E-3,9.999569654E-1,1.000243970E0
1.794764311E0,1.969982497E-2,2.137965523E-3,1.002400398E0,1.002596236E0
1.797067384E0,1.847812906E-2,1.068982761E-3,1.007134438E0,1.007304502E0
1.799370457E0,1.481304597E-2,4.734066315E-3,1.008356094E0,1.008476004E0
1.801673530E0,1.099525020E-2,4.734066315E-3,1.009577751E0,1.009648722E0
1.803976655E0,7.330167107E-3,0.000000000E0,1.009425044E0,1.009451659E0
1.806279676E0,3.512371797E-3,1.221694518E-3,1.013090134E0,1.013096959E0
1.808582801E0,1.068982761E-3,2.596100792E-3,1.016755223E0,1.016759100E0
1.810885874E0,-3.817795310E-3,2.596100792E-3,1.017824292E0,1.017834763E0
1.813188946E0,-6.413896102E-3,3.817795310E-3,1.021489382E0,1.021516652E0
1.815492019E0,-1.007897966E-2,8.704573847E-3,1.019045949E0,1.019132966E0
1.817795092E0,-1.252236869E-2,7.635590620E-3,1.022711039E0,1.022816201E0
1.820098165E0,-1.756185852E-2,7.635590620E-3,1.023932695E0,1.024111755E0
1.822401238E0,-2.367033064E-2,5.192201585E-3,1.018893242E0,1.019181378E0
1.824704311E0,-2.870982140E-2,2.748812549E-3,1.015075445E0,1.015485091E0
1.827007384E0,-3.237490356E-2,3.054236295E-4,1.006523609E0,1.007044191E0
1.829310457E0,-2.748812735E-2,-1.068982761E-3,9.979717135E-1,9.983507805E-1
1.831613530E0,-2.244863659E-2,-2.290677279E-3,9.943066239E-1,9.945626430E-1
1.833916603E0,-1.878355257E-2,-4.886778072E-3,9.894198179E-1,9.896101649E-1
1.836219676E0,-1.634016447E-2,-2.443389036E-3,9.920159578E-1,9.921535323E-1
1.838522749E0,-1.007897966E-2,5.955760833E-3,9.897252917E-1,9.897945292E-1
1.840825821E0,-7.482878864E-3,8.399149403E-3,9.933903813E-1,9.934540699E-1
1.843128894E0,-1.007897966E-2,8.399149403E-3,9.958337545E-1,9.959201766E-1
1.845431967E0,-1.252236869E-2,1.084253844E-2,9.946120381E-1,9.947499569E-1
1.847735040E0,-1.252236869E-2,1.206423342E-2,1.000720501E0,1.000871558E0
1.850038113E0,-1.374406368E-2,8.551862091E-3,1.001942158E0,1.002072912E0
1.852341186E0,-1.756185852E-2,4.886778072E-3,9.981244206E-1,9.982908687E-1
1.854644259E0,-2.367033064E-2,-3.512371797E-3,9.979717135E-1,9.982585649E-1
1.856947332E0,-2.748812735E-2,-2.290677279E-3,9.955283403E-1,9.959103980E-1
1.859250405E0,-3.115320951E-2,-5.955760833E-3,9.880454540E-1,9.885544056E-1
1.861553478E0,-3.741439432E-2,-8.399149403E-3,9.830059409E-1,9.837535578E-1
1.863856551E0,-3.359659761E-2,-7.330167107E-3,9.733850956E-1,9.739923034E-1
1.866159624E0,-3.115320951E-2,-1.099525020E-2,9.672766328E-1,9.678406389E-1
1.868462696E0,-2.733541466E-2,-6.413896102E-3,9.550597072E-1,9.554723477E-1
1.870765769E0,-2.367033064E-2,-1.832541777E-3,9.442171454E-1,9.445155692E-1
1.873068842E0,-1.618745178E-2,2.748812549E-3,9.309312105E-1,9.310759949E-1
1.875371915E0,-1.359135192E-2,2.748812549E-3,9.248227477E-1,9.249266974E-1
1.877674988E0,-1.236965694E-2,3.817795310E-3,9.150491953E-1,9.151407617E-1
1.879978061E0,-7.330167107E-3,4.886778072E-3,9.090934396E-1,9.091361250E-1
1.882281134E0,-1.221694518E-3,8.399149403E-3,9.054283500E-1,9.054681304E-1
1.884584207E0,-0.000000000E0,4.734066315E-3,9.078717232E-1,9.078840659E-1
1.886887332E0,-0.000000000E0,3.512371797E-3,9.029849768E-1,9.029918078E-1
1.889190405E0,-3.665083554E-3,2.290677279E-3,8.993198872E-1,8.993302727E-1
1.891493478E0,-1.114796288E-2,0.000000000E0,8.979454637E-1,8.980146618E-1
1.893796551E0,-9.926267900E-3,-2.596100792E-3,8.930587173E-1,8.931176535E-1
1.896099624E0,-1.236965694E-2,-2.596100792E-3,8.855758309E-1,8.856660209E-1
1.898402696E0,-1.114796288E-2,-5.192201585E-3,8.806890249E-1,8.807748831E-1
1.900705769E0,-1.236965694E-2,-3.970507067E-3,8.758022785E-1,8.758986268E-1
1.903008842E0,-1.114796288E-2,-2.901524538E-3,8.709154725E-1,8.709916510E-1
1.905311915E0,-9.773556143E-3,-4.581354442E-4,8.661814332E-1,8.662366925E-1
1.907614988E0,-9.773556143E-3,3.054236295E-3,8.612946272E-1,8.613554932E-1
1.909918061E0,-7.330167107E-3,5.344913341E-3,8.551861644E-1,8.552342809E-1
1.912221134E0,-2.290677279E-3,1.007897966E-2,8.541171551E-1,8.541796928E-1
1.914524207E0,1.527118147E-4,1.374406368E-2,8.542698622E-1,8.543804305E-1
1.916827280E0,1.527118147E-3,1.603474095E-2,8.493831158E-1,8.495358276E-1
1.919130353E0,1.527118147E-4,1.252236869E-2,8.542698622E-1,8.543616509E-1
1.921433426E0,-3.512371797E-3,1.130067464E-2,8.553388715E-1,8.554207310E-1
1.923736499E0,-1.068982761E-3,8.857285604E-3,8.541171551E-1,8.541637483E-1
1.926039571E0,-3.512371797E-3,6.566607859E-3,8.614473343E-1,8.614795220E-1
1.928342644E0,-8.551862091E-3,6.719320081E-3,8.637380004E-1,8.638064696E-1
1.930645717E0,-1.221694518E-2,7.941014133E-3,8.686248064E-1,8.687470102E-1
1.932948790E0,-1.847812906E-2,9.315420873E-3,8.735115528E-1,8.737566316E-1
1.935251863E0,-2.229592577E-2,9.468132630E-3,8.843541145E-1,8.846857938E-1
1.937554936E0,-2.351761982E-2,9.620844387E-3,8.880192041E-1,8.883826574E-1
1.939858009E0,-2.855710872E-2,6.108472589E-3,8.953493834E-1,8.958255077E-1
1.942161082E0,-3.588727489E-2,7.482878864E-3,9.013051391E-1,9.020503554E-1
1.944464155E0,-4.337015375E-2,8.704573847E-3,9.049702287E-1,9.060506910E-1
1.946767228E0,-4.596625641E-2,7.635590620E-3,9.084826112E-1,9.096767853E-1
1.949070301E0,-4.718795046E-2,5.344913341E-3,9.133693576E-1,9.146031129E-1
1.951373374E0,-5.085303262E-2,1.832541777E-3,9.181034565E-1,9.195125589E-1
1.953676446E0,-5.344913527E-2,1.679830020E-3,9.107732773E-1,9.123418189E-1
1.955979519E0,-5.711421743E-2,6.108472589E-4,9.119949341E-1,9.137817938E-1
1.958282592E0,-5.711421743E-2,4.581354442E-4,9.071081877E-1,9.089045648E-1
1.960585665E0,-5.955760926E-2,3.054236295E-4,8.935168386E-1,8.954996052E-1
1.962888738E0,-5.833591148E-2,1.374406274E-3,8.863393664E-1,8.882580932E-1
1.965191811E0,-5.329642445E-2,2.443389036E-3,8.753440976E-1,8.769685104E-1
1.967494884E0,-4.581354558E-2,1.068982761E-3,8.657232523E-1,8.669352763E-1
1.969797957E0,-3.710897267E-2,-4.581354442E-4,8.535063267E-1,8.543127855E-1
1.972101030E0,-2.596100792E-2,-6.108472589E-4,8.475505710E-1,8.479482988E-1
1.974404103E0,-1.603474095E-2,1.679830020E-3,8.379297256E-1,8.380848166E-1
1.976707228E0,-8.551862091E-3,6.261184346E-3,8.331956863E-1,8.332630968E-1
1.979010301E0,-3.512371797E-3,1.221694518E-2,8.309049606E-1,8.310021926E-1
1.981313374E0,-9.162708884E-4,1.817270555E-2,8.298360109E-1,8.300354762E-1
1.983616446E0,-1.068982761E-3,1.832541823E-2,8.347227573E-1,8.349245746E-1
1.985919519E0,-3.512371797E-3,1.343864016E-2,8.284615874E-1,8.285780203E-1
1.988222592E0,-5.955760833E-3,8.704573847E-3,8.357917666E-1,8.358583121E-1
1.990525665E0,-1.221694518E-2,4.123218823E-3,8.441908956E-1,8.442893597E-1
1.992828738E0,-1.847812906E-2,4.123218823E-3,8.489249945E-1,8.491360836E-1
1.995131811E0,-2.473931387E-2,5.650337320E-3,8.586985469E-1,8.590734278E-1
1.997434884E0,-3.222219273E-2,9.315420873E-3,8.658760190E-1,8.665254336E-1
1.999737957E0,-3.955236077E-2,1.313321572E-2,8.695410490E-1,8.705392045E-1
2.002041030E0,-4.825693369E-2,8.399149403E-3,8.669449687E-1,8.683276203E-1
2.004344103E0,-4.963133857E-2,3.512371797E-3,8.680139780E-1,8.694388262E-1
2.006647176E0,-5.207473040E-2,1.068982761E-3,8.606837988E-1,8.622583846E-1
2.008950249E0,-5.329642445E-2,-7.482878864E-3,8.532009125E-1,8.548966601E-1
2.011253321E0,-4.825693369E-2,-6.413896102E-3,8.423583508E-1,8.437638655E-1
2.013556394E0,-4.092676565E-2,-6.719320081E-3,8.325847983E-1,8.336171758E-1
2.015859467E0,-3.588727489E-2,-6.872031838E-3,8.180772066E-1,8.188928118E-1
2.018162540E0,-2.840439789E-2,-7.177455351E-3,8.058602214E-1,8.063925980E-1
2.020465613E0,-1.969982497E-2,-7.330167107E-3,7.925743461E-1,7.928530182E-1
2.022768686E0,-1.466033421E-2,-2.748812549E-3,7.756233215E-1,7.757667293E-1
2.025071759E0,-8.399149403E-3,-3.054236295E-3,7.658497691E-1,7.659019147E-1
2.027374832E0,-2.137965523E-3,-4.428642802E-3,7.585195899E-1,7.585355312E-1
2.029677905E0,2.748812549E-3,-3.359660041E-3,7.488987446E-1,7.489113251E-1
2.031980978E0,7.788302377E-3,-2.290677279E-3,7.427902818E-1,7.428346435E-1
2.034284051E0,5.344913341E-3,-1.068982761E-3,7.427902818E-1,7.428102810E-1
2.036587124E0,4.123218823E-3,3.817795310E-3,7.441646457E-1,7.441858614E-1
2.038890196E0,4.123218823E-3,3.817795310E-3,7.429429889E-1,7.429642395E-1
2.041193269E0,3.054236295E-4,2.748812549E-3,7.464553714E-1,7.464604951E-1
2.043496342E0,-2.137965523E-3,3.054236295E-4,7.476770282E-1,7.476801473E-1
2.045799415E0,-4.581354558E-3,1.527118147E-3,7.513421178E-1,7.513576371E-1
2.048102488E0,-7.177455351E-3,-7.635590737E-4,7.572978735E-1,7.573322706E-1
2.050405561E0,-1.206423342E-2,6.108472589E-4,7.646280527E-1,7.647234650E-1
2.052708686E0,-1.832541823E-2,5.497625098E-3,7.682931423E-1,7.685313249E-1
2.055011707E0,-2.076880634E-2,5.650337320E-3,7.780666947E-1,7.783643434E-1
2.057314832E0,-2.458660305E-2,4.734066315E-3,7.901309133E-1,7.905275280E-1
2.059617905E0,-2.580829710E-2,2.290677279E-3,7.950177193E-1,7.954398088E-1
2.061920978E0,-2.718270384E-2,0.000000000E0,8.035695553E-1,8.040291845E-1
2.064224051E0,-2.962609194E-2,1.374406274E-3,8.108997345E-1,8.114419103E-1
2.066527124E0,-3.206948191E-2,6.413896102E-3,8.243383765E-1,8.249868779E-1
2.068830196E0,-3.451287001E-2,7.788302377E-3,8.316685557E-1,8.324207965E-1
2.071133269E0,-3.588727489E-2,9.009997360E-3,8.402203918E-1,8.410347099E-1
2.073436342E0,-3.466558084E-2,4.275931045E-3,8.463288546E-1,8.470492997E-1
2.075739415E0,-3.344388679E-2,1.832541777E-3,8.475505710E-1,8.482121327E-1
2.078042488E0,-3.344388679E-2,-4.581354442E-4,8.473978639E-1,8.480576886E-1
2.080345561E0,-3.222219273E-2,6.108472589E-4,8.463288546E-1,8.469422489E-1
2.082648634E0,-3.222219273E-2,-6.108472589E-4,8.426637650E-1,8.432798252E-1
2.084951707E0,-2.840439789E-2,5.192201585E-3,8.304468393E-1,8.309486878E-1
2.087254780E0,-2.580829710E-2,8.857285604E-3,8.269344568E-1,8.273845029E-1
2.089557853E0,-2.214321308E-2,1.343864016E-2,8.208259940E-1,8.212345776E-1
2.091860926E0,-1.832541823E-2,1.343864016E-2,8.136485219E-1,8.139658071E-1
2.094163999E0,-1.221694518E-2,1.450762246E-2,8.087617755E-1,8.089841373E-1
2.096467071E0,-8.399149403E-3,1.679829881E-2,8.028060198E-1,8.030256745E-1
2.098770144E0,-5.955760833E-3,1.420219894E-2,7.991409302E-1,7.992893092E-1
2.101073217E0,-3.359660041E-3,1.649287529E-2,7.918107510E-1,7.919896259E-1
2.103376290E0,-4.581354558E-3,1.893626526E-2,7.857022882E-1,7.859437999E-1
2.105679363E0,-8.399149403E-3,1.893626526E-2,7.844805717E-1,7.847540349E-1
2.107982436E0,-1.328592747E-2,2.015795931E-2,7.806627750E-1,7.810359963E-1
2.110285509E0,-1.832541823E-2,2.137965336E-2,7.769976854E-1,7.775077580E-1
2.112588582E0,-2.321219631E-2,1.542389300E-2,7.756233215E-1,7.761238557E-1
2.114891655E0,-2.702999115E-2,1.053711493E-2,7.754706144E-1,7.760130959E-1
2.117194728E0,-2.702999115E-2,3.359660041E-3,7.742488980E-1,7.747278644E-1
2.119497801E0,-2.458660305E-2,-3.054236295E-4,7.742488980E-1,7.746392389E-1
2.121800874E0,-2.458660305E-2,-2.748812549E-3,7.742488980E-1,7.746440558E-1
2.124103946E0,-2.336490713E-2,9.162708884E-4,7.791357040E-1,7.794865000E-1
2.126407071E0,-2.458660305E-2,2.137965523E-3,7.791357040E-1,7.795264699E-1
2.128710144E0,-2.214321308E-2,2.137965523E-3,7.779139876E-1,7.782320123E-1
2.131013217E0,-2.076880634E-2,3.206948051E-3,7.742488980E-1,7.745340431E-1
2.133316290E0,-2.214321308E-2,2.137965523E-3,7.754706144E-1,7.757896407E-1
2.135619363E0,-2.702999115E-2,2.137965523E-3,7.766922712E-1,7.771654106E-1
2.137922436E0,-2.580829710E-2,2.137965523E-3,7.754706144E-1,7.759029018E-1
2.140225509E0,-2.458660305E-2,-1.527118147E-3,7.779139876E-1,7.783039286E-1
2.142528582E0,-2.214321308E-2,-3.970507067E-3,7.779139876E-1,7.782392042E-1
2.144831655E0,-2.092151903E-2,-5.039489828E-3,7.803573608E-1,7.806540316E-1
2.147134728E0,-1.832541823E-2,-3.970507067E-3,7.791357040E-1,7.793612970E-1
2.149437801E0,-2.076880634E-2,4.428642802E-3,7.768449783E-1,7.771351726E-1
2.151740874E0,-1.710372418E-2,6.872031838E-3,7.792884111E-1,7.795063758E-1
2.154043946E0,-1.710372418E-2,1.175880991E-2,7.792884111E-1,7.795647726E-1
2.156347019E0,-1.710372418E-2,9.315420873E-3,7.792884111E-1,7.795317455E-1
2.158650092E0,-1.466033421E-2,6.872031838E-3,7.744016051E-1,7.745708465E-1
